36.1468	-86.77558	162.684
36.14681	-86.77556	162.751
36.14681	-86.77554	162.823
36.14685	-86.77543	162.774
36.14694	-86.77524	161.593
36.14696	-86.77522	161.251
36.14707	-86.77508	160.453
36.14706	-86.77496	160.754
36.14706	-86.77474	160.497
36.14708	-86.7747	160.095
36.14711	-86.77459	158.818
36.14712	-86.77457	158.527
36.14714	-86.7745	157.91
36.14716	-86.77447	157.647
36.1472	-86.77443	157.276
36.1473	-86.77436	157.071
36.14724	-86.77391	157.068
36.1472	-86.77347	156.068
36.14724	-86.77337	155.841
36.14725	-86.77333	155.716
36.14727	-86.77328	155.633
36.14728	-86.77327	155.627
36.1473	-86.77323	155.594
36.14747	-86.77298	154.634
36.14751	-86.77293	150.449
36.14771	-86.77264	155.851
36.14774	-86.77261	155.687
36.14804	-86.7722	154.328
36.14852	-86.7725	156.995
36.14868	-86.77261	156.304
36.14945	-86.7731	150.85
36.14947	-86.77311	150.806
36.14961	-86.7732	150.357
36.14962	-86.77321	150.333
36.14965	-86.77323	150.328
36.14967	-86.77324	150.314
36.14967	-86.77325	150.304
36.14968	-86.77325	150.302
36.1497	-86.77326	150.304
36.14972	-86.77328	150.305
36.1504	-86.77372	148.526
36.15103	-86.77415	145.677
36.15119	-86.77425	145.086
36.15147	-86.77375	146.843
36.15154	-86.7736	147.549
36.15156	-86.77357	147.599
36.1519	-86.77283	148.464
36.15205	-86.77247	148.895
36.15213	-86.77222	149.399
36.15203	-86.77194	149.917
36.15197	-86.77179	150.199
36.1518	-86.77121	151.081
36.15112	-86.77076	153.081
36.15097	-86.77076	153.469
36.15095	-86.77077	153.518
36.15091	-86.7708	153.591
36.15082	-86.77084	153.915
36.1508	-86.77091	154.094
36.15072	-86.77111	154.782
36.1507	-86.77117	154.951
36.15055	-86.77147	156.072
36.15054	-86.7715	156.151
36.15042	-86.77169	156.855
36.15032	-86.77189	157.148
36.15028	-86.77196	157.258
36.15014	-86.77225	156.955
36.1501	-86.77232	156.78
36.15006	-86.7724	156.67
36.15004	-86.77246	156.606
36.14994	-86.77269	156.308
36.14993	-86.77269	156.328
36.14984	-86.77273	156.413
36.14966	-86.77325	150.307
36.14959	-86.77349	156.246
36.14953	-86.77364	156.374
36.14938	-86.77419	156.754
36.14923	-86.77483	154.792
36.14923	-86.77498	147.731
36.14912	-86.77554	156.561
36.14912	-86.77558	156.512
36.14907	-86.77585	156.071
36.14905	-86.776	155.765
36.14903	-86.77611	155.554
36.14899	-86.77651	154.835
36.14897	-86.77665	154.603
36.14891	-86.77746	153.291
36.14891	-86.77759	153.081
36.1489	-86.77773	152.887
36.1489	-86.77787	152.655
36.14889	-86.778	152.48
36.14889	-86.77829	152.081
36.1489	-86.77842	151.862
36.1489	-86.77869	151.475
36.14891	-86.77882	151.232
36.14891	-86.77896	146.965
36.14896	-86.77965	149.91
36.14898	-86.77979	149.655
36.149	-86.78006	149.26
36.14901	-86.7801	149.175
36.14904	-86.78032	148.828
36.14905	-86.78046	148.649
36.14907	-86.78057	148.473
36.14906	-86.78073	148.335
36.1491	-86.78099	147.974
36.14913	-86.78114	147.739
36.14915	-86.78127	147.567
36.14924	-86.78166	146.857
36.14931	-86.78188	146.459
36.14934	-86.78202	146.273
36.14948	-86.78256	145.935
36.14953	-86.78271	145.96
36.1496	-86.78296	146.114
36.14978	-86.7835	146.487
36.1499	-86.78381	146.673
36.14998	-86.78397	146.727
36.15001	-86.78405	146.787
36.15008	-86.7842	146.869
36.15009	-86.78421	146.851
36.15016	-86.78436	146.965
36.15036	-86.78475	147.243
36.15056	-86.78509	147.497
36.15085	-86.7855	147.59
36.15087	-86.78552	147.556
36.15101	-86.78571	147.408
36.15112	-86.78583	147.148
36.15113	-86.78585	147.146
36.15136	-86.78611	146.467
36.15149	-86.78624	146.144
36.15176	-86.78649	145.56
36.15179	-86.78651	145.495
36.1519	-86.7866	145.339
36.15234	-86.78693	145.181
36.15243	-86.78698	145.126
36.15428	-86.78819	142.304
36.15524	-86.7888	137.448
36.15603	-86.78932	135.965
36.15672	-86.7898	135.521
36.15738	-86.79032	135.326
36.1584	-86.79118	136.188
36.15844	-86.79122	136.244
36.15961	-86.79222	137.779
36.15991	-86.79245	138.066
36.16013	-86.7926	138.252
36.16035	-86.79274	138.392
36.16057	-86.79286	138.344
36.16095	-86.79304	132.648
36.16124	-86.79314	137.641
36.16155	-86.79323	136.911
36.16194	-86.79331	136.106
36.16224	-86.79336	135.72
36.16227	-86.79337	135.696
36.16289	-86.79347	135.684
36.16352	-86.79359	137.079
36.16385	-86.79367	137.594
36.16399	-86.79372	132.945
36.16406	-86.79375	132.133
36.16414	-86.79377	133.01
36.1642	-86.79379	135.056
36.16424	-86.79381	137.234
36.16453	-86.79392	140.71
36.16494	-86.7941	141.238
36.16512	-86.79419	134.957
36.16519	-86.79422	133.945
36.16554	-86.79441	134.021
36.16619	-86.79482	142.219
36.16788	-86.79601	138.709
36.16801	-86.79611	138.787
36.16829	-86.7963	139.017
36.16845	-86.79642	139.168
36.16913	-86.7969	139.647
36.16915	-86.79692	139.663
36.1693	-86.79703	139.761
36.16945	-86.79713	139.856
36.17096	-86.7982	141.029
36.17102	-86.79825	141.07
36.17154	-86.79862	141.398
36.17169	-86.79874	141.492
36.17188	-86.79887	141.685
36.17196	-86.79894	141.837
36.17201	-86.79893	141.933
36.17202	-86.79893	141.943
36.1722	-86.79905	142.409
36.17229	-86.79912	142.711
36.17231	-86.79913	142.755
36.17268	-86.79937	143.715
36.17298	-86.79955	144.342
36.1731	-86.79961	144.473
36.17318	-86.79966	144.541
36.17344	-86.7998	144.827
36.17358	-86.79986	144.917
36.17387	-86.8	145.165
36.17419	-86.80013	145.395
36.17423	-86.80014	145.42
36.17435	-86.80019	145.502
36.17436	-86.80019	145.494
36.17443	-86.80022	145.574
36.17457	-86.80027	145.649
36.17462	-86.80028	145.645
36.17475	-86.80032	145.665
36.17483	-86.80035	145.706
36.17503	-86.8004	145.737
36.17511	-86.80043	145.706
36.17545	-86.80051	145.699
36.17552	-86.80053	145.676
36.17576	-86.80057	145.573
36.17577	-86.80057	145.58
36.17593	-86.8006	145.466
36.17617	-86.80063	145.271
36.17625	-86.8007	145.33
36.17654	-86.80073	145.079
36.1766	-86.80074	145.074
36.17668	-86.80074	144.973
36.1768	-86.80075	144.896
36.17682	-86.80076	144.898
36.17686	-86.80076	144.825
36.17711	-86.80078	139.015
36.17746	-86.80078	144.489
36.17754	-86.80079	144.533
36.17778	-86.80078	144.321
36.17791	-86.80078	144.229
36.17802	-86.80077	144.117
36.17813	-86.80077	144.083
36.17836	-86.80075	143.884
36.17846	-86.80073	143.794
36.17868	-86.80071	143.719
36.17879	-86.80069	143.622
36.1789	-86.80068	143.557
36.17922	-86.80062	143.36
36.17933	-86.80059	143.294
36.17944	-86.80057	143.221
36.17955	-86.80054	143.161
36.17965	-86.80052	143.145
36.17998	-86.80043	142.914
36.18006	-86.8004	142.813
36.18008	-86.8004	142.787
36.18032	-86.80032	142.814
36.18079	-86.80014	142.724
36.18107	-86.80002	143.133
36.1817	-86.79971	144.68
36.182	-86.79955	145.36
36.1821	-86.79949	145.557
36.1822	-86.79944	145.727
36.18277	-86.7991	145.954
36.18287	-86.79903	145.879
36.18297	-86.79897	145.678
36.18298	-86.79896	145.651
36.18306	-86.79891	145.55
36.18316	-86.79884	145.278
36.18326	-86.79878	145.039
36.18335	-86.79871	144.773
36.18346	-86.79864	144.603
36.18357	-86.79856	144.29
36.18376	-86.79841	143.774
36.18395	-86.79827	143.288
36.18446	-86.79786	141.912
36.18451	-86.79781	141.723
36.18476	-86.7976	141.062
36.18484	-86.79752	140.852
36.18512	-86.79727	140.205
36.18521	-86.79718	140.015
36.18539	-86.79702	139.588
36.18571	-86.7967	138.81
36.18578	-86.79662	138.512
36.18588	-86.79652	138.33
36.18596	-86.79645	138.152
36.18611	-86.79629	137.765
36.1862	-86.79618	137.54
36.18629	-86.79609	137.318
36.18638	-86.79599	137.027
36.18646	-86.79591	136.854
36.18654	-86.79581	136.671
36.1871	-86.79517	135.137
36.188	-86.79402	133.293
36.18815	-86.7938	133.284
36.18844	-86.7934	133.527
36.18858	-86.79318	133.739
36.18871	-86.793	134.014
36.18886	-86.79275	134.322
36.189	-86.79255	134.574
36.18906	-86.79244	134.666
36.18926	-86.79212	135.036
36.18933	-86.79199	135.223
36.18937	-86.79193	135.252
36.18964	-86.79147	129.259
36.19004	-86.79074	130.783
36.19008	-86.79065	136.456
36.19044	-86.78995	137.18
36.19049	-86.78983	137.246
36.19055	-86.78971	137.42
36.1906	-86.78958	137.516
36.19075	-86.78923	137.884
36.19097	-86.78862	138.481
36.19109	-86.78825	138.876
36.19116	-86.78799	139.114
36.1912	-86.78787	139.236
36.1914	-86.7871	140.047
36.19142	-86.78697	140.05
36.19145	-86.78685	140.233
36.19157	-86.78605	140.923
36.19158	-86.78592	141.014
36.1916	-86.78579	141.153
36.1917	-86.78448	128.299
36.19174	-86.7841	119.483
36.19178	-86.78345	119.482
36.1918	-86.78325	119.482
36.19182	-86.78273	119.482
36.19184	-86.78253	119.482
36.19187	-86.78171	123.888
36.19188	-86.78157	124.814
36.19188	-86.78133	126.412
36.19189	-86.78111	135.127
36.19189	-86.78053	141.728
36.19188	-86.7804	141.591
36.19188	-86.78025	141.504
36.19187	-86.78012	141.421
36.19187	-86.77998	141.482
36.19186	-86.77994	141.491
36.19185	-86.77957	141.916
36.19184	-86.77944	142.14
36.19184	-86.7793	142.296
36.19183	-86.77917	142.515
36.19183	-86.77889	142.947
36.19184	-86.77876	143.035
36.19184	-86.77863	143.232
36.19188	-86.77836	143.267
36.19189	-86.77826	142.581
36.19199	-86.77783	138.215
36.19204	-86.77768	142.445
36.19208	-86.77758	142.67
36.19208	-86.77756	142.718
36.19212	-86.77745	142.462
36.19217	-86.77733	142.241
36.19235	-86.77699	141.421
36.19249	-86.77677	140.791
36.1925	-86.77675	140.781
36.19254	-86.77671	140.595
36.19256	-86.77667	140.564
36.19264	-86.77657	140.23
36.19266	-86.77655	140.171
36.19271	-86.77649	139.459
36.19272	-86.77647	138.5
36.19279	-86.77639	134.341
36.19282	-86.77637	133.729
36.19297	-86.77622	132.417
36.19305	-86.77615	133.974
36.19308	-86.77613	134.579
36.19325	-86.776	138.147
36.19331	-86.77596	138.597
36.19335	-86.77594	138.631
36.19345	-86.77588	138.592
36.19355	-86.77583	138.686
36.19356	-86.77582	138.748
36.19365	-86.77578	138.83
36.19376	-86.77574	139.014
36.19398	-86.77568	139.484
36.19426	-86.77563	140.45
36.19431	-86.77563	140.574
36.19464	-86.7756	141.636
36.19479	-86.7756	142.124
36.19488	-86.77556	142.456
36.19506	-86.77555	142.933
36.19577	-86.77555	144.936
36.19588	-86.77556	145.316
36.1961	-86.77556	145.833
36.19654	-86.7756	146.451
36.19686	-86.77566	146.605
36.19689	-86.77566	146.61
36.19783	-86.77586	145.68
36.19794	-86.77589	145.444
36.19805	-86.77591	145.157
36.19871	-86.77607	143.166
36.19873	-86.77608	143.093
36.19917	-86.77617	141.676
36.1995	-86.77625	140.531
36.19971	-86.77629	139.829
36.19993	-86.77634	139.004
36.20024	-86.7764	138.019
36.20101	-86.77652	135.341
36.20179	-86.77659	132.624
36.20186	-86.7766	132.474
36.20211	-86.77661	132.001
36.20222	-86.77662	131.852
36.20244	-86.77663	131.807
36.20312	-86.77663	133.19
36.20364	-86.7766	134.961
36.20414	-86.77655	136.617
36.2054	-86.77639	140.839
36.20631	-86.77629	140.415
36.20649	-86.77626	137.286
36.20845	-86.77602	151.082
36.20938	-86.77592	154.099
36.21093	-86.77571	158.639
36.21139	-86.77562	159.622
36.21172	-86.77557	160.135
36.21182	-86.77556	160.274
36.21203	-86.77552	160.507
36.21258	-86.77544	160.903
36.21279	-86.7754	161.116
36.2129	-86.77539	161.125
36.21374	-86.77527	161.712
36.21396	-86.77525	161.969
36.21413	-86.77522	162.148
36.21428	-86.77521	162.359
36.21457	-86.77517	162.813
36.21486	-86.77514	163.32
36.21498	-86.77512	163.477
36.21653	-86.77493	167.273
36.21678	-86.77489	167.99
