40.74421,-73.98041,12.906641
40.75014,-73.99444,11.301065
40.75021,-73.99466,10.683094
40.7503,-73.99483,10.106029
40.7522,-73.99937,9.716762
40.75342,-73.99851,11.59589
40.75406,-73.99823,10.601023
40.7541,-73.9982,10.641351
40.75413,-73.99819,10.629598
40.75438,-73.99803,10.535807
40.75444,-73.99797,10.482271
40.75454,-73.99792,10.571022
40.75472,-73.9976,11.190748
40.7548,-73.99739,11.534774
40.75508,-73.9962,10.695174
40.75516,-73.99603,10.067001
40.75533,-73.99577,9.106484
40.75597,-73.9951,8.087556
40.75615,-73.99498,6.983955
40.75623,-73.99495,6.582841
40.75637,-73.99495,5.477955
40.7565,-73.99499,4.137856
40.75665,-73.99506,4.717383
40.75683,-73.99518,5.63751
40.757,-73.99533,6.023733
40.75705,-73.99541,5.948594
40.75706,-73.99541,5.964466
40.75706,-73.99542,5.938922
40.7571,-73.99548,5.820066
40.75711,-73.99548,5.828667
40.75711,-73.99549,5.797931
40.75712,-73.9955,5.773718
40.75714,-73.99555,5.617505
40.75715,-73.99555,5.618836
40.75721,-73.99567,5.129002
40.75722,-73.99567,5.138321
40.75732,-73.99584,5.050992
40.75732,-73.99585,5.005917
40.75818,-73.99733,9.679702
40.75868,-73.99851,7.698973
40.7589,-73.99939,7.355136
40.75893,-73.99946,7.23842
40.75901,-73.99977,6.964749
40.76385,-74.0112,0.142782
40.76386,-74.01121,0.14577
40.76508,-74.01411,0.098028
40.76509,-74.01412,0.094301
40.76534,-74.01473,-0.014543
40.76535,-74.01474,-0.019251
40.76563,-74.0154,-0.088642
40.76591,-74.01633,0.086326
40.76719,-74.01942,24.822945
40.76733,-74.01984,45.427349
40.76743,-74.02033,52.844761
40.76746,-74.02063,47.345028
40.76746,-74.02099,38.626945
40.7674,-74.02139,33.464016
40.76723,-74.02194,25.848614
40.76703,-74.02234,21.718941
40.7668,-74.02264,19.980968
40.76649,-74.02295,11.592228
40.76565,-74.02365,9.272243
40.76533,-74.02385,7.101179
40.76469,-74.02413,12.725696
40.76441,-74.0243,12.777085
40.76438,-74.02433,12.770991
40.76433,-74.02436,12.50069
40.76388,-74.02474,10.969866
40.76368,-74.02481,10.302948
40.76357,-74.02481,9.542904
40.76328,-74.02472,7.094349
40.76318,-74.02466,6.365654
40.76302,-74.02453,5.213447
40.76288,-74.02437,4.986598
40.76277,-74.02412,4.657752
40.76276,-74.02411,4.637014
40.76271,-74.02393,4.309758
40.76267,-74.02366,3.901994
40.76267,-74.02348,3.714857
40.7627,-74.02327,3.548197
40.76278,-74.02301,3.411607
40.76293,-74.02275,3.435887
40.76318,-74.02252,3.901875
40.76346,-74.02236,4.453875
40.76427,-74.02198,9.214888
40.76544,-74.02155,36.96693
40.76667,-74.02126,40.798748
40.76692,-74.02125,39.86705
40.76716,-74.02129,36.750648
40.76738,-74.02137,33.837654
40.76776,-74.02163,32.163876
40.76807,-74.02204,33.753128
40.77077,-74.02825,55.226048
40.77078,-74.0283,54.990643
40.77127,-74.0295,56.821404
40.77287,-74.03275,50.228096
40.77399,-74.0353,45.434868
40.77667,-74.04272,1.984255
40.77673,-74.04277,1.993381
40.77674,-74.04277,1.992058
40.77698,-74.04332,4.075981
40.77716,-74.04363,7.25187
40.77739,-74.04394,6.299644
40.77862,-74.04519,2.990245
40.77908,-74.04558,2.671065
40.7799,-74.04611,2.19013
40.78079,-74.04651,2.08343
40.78391,-74.04749,1.831458
40.78401,-74.04755,1.777335
40.78517,-74.04795,2.374576
40.7857,-74.0482,3.024164
40.78571,-74.0482,3.012296
40.78637,-74.04857,2.554702
40.78751,-74.04938,5.395308
40.78798,-74.04979,5.953238
40.78883,-74.05065,2.812117
40.78928,-74.0512,2.535737
40.78929,-74.0512,2.533152
40.79823,-74.06366,3.67025
40.79847,-74.06394,2.642883
40.80293,-74.07003,2.280944
40.80293,-74.07004,2.336963
40.80595,-74.07429,6.978684
40.80725,-74.07662,3.060751
40.80983,-74.0821,2.249165
40.81018,-74.083,2.414783
40.81052,-74.0841,2.603313
40.81076,-74.08507,2.527258
40.81094,-74.08604,1.914946
40.8111,-74.08731,2.025539
40.81116,-74.08847,1.846509
40.81112,-74.09023,1.784841
40.81052,-74.096,2.375012
40.81051,-74.09602,2.387918
40.81045,-74.09694,2.343018
40.81049,-74.09837,1.834404
40.81061,-74.09935,1.884402
40.81081,-74.10032,3.974507
40.81121,-74.10166,9.192046
40.81517,-74.11057,26.631239
40.81682,-74.11359,20.94293
40.81682,-74.1136,20.87022
40.81831,-74.11619,15.942843
40.81964,-74.11833,17.288019
40.81965,-74.11833,17.303024
40.82168,-74.12149,6.564933
40.82281,-74.12342,0.335046
40.82414,-74.12598,12.31093
40.8307,-74.14014,9.805238
40.83102,-74.14093,11.673988
40.83311,-74.14543,32.776363
40.83313,-74.14545,32.942333
40.84053,-74.16106,48.003716
40.84054,-74.1611,48.046261
40.84229,-74.16465,60.103642
40.84287,-74.16561,63.886192
40.84396,-74.16716,66.777443
40.84541,-74.1688,63.630241
40.85384,-74.17659,60.519005
40.85387,-74.17663,60.659969
40.85631,-74.1788,66.303688
40.85714,-74.17936,70.181358
40.85765,-74.17964,72.758568
40.85845,-74.17998,74.152115
40.85903,-74.18017,74.945862
40.85965,-74.18029,76.876991
40.85969,-74.18031,77.06163
40.86185,-74.18057,80.492126
40.86259,-74.18073,81.234924
40.86323,-74.18093,83.820885
40.86375,-74.18114,85.719475
40.86435,-74.18144,86.986343
40.86508,-74.1819,86.324623
40.86523,-74.18197,87.189041
40.86555,-74.18219,87.256256
40.86635,-74.18284,87.314606
40.86815,-74.1847,85.809555
40.8688,-74.18546,86.626892
40.86924,-74.18609,87.527252
40.87146,-74.19001,83.042351
40.87209,-74.1914,84.363197
40.8724,-74.19226,87.118584
40.873,-74.1947,88.163383
40.8734,-74.19583,89.92205
40.87368,-74.19644,90.638672
40.87467,-74.19817,91.213402
40.87497,-74.1988,97.402214
40.87589,-74.20125,93.402451
40.8759,-74.20126,93.307358
40.87612,-74.20173,88.934296
40.87631,-74.20206,88.326782
